"","date","title","artist","genre1","peak_pos","last_pos","weeks","rank","change","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","spotify_link","spotify_id","analysis_url"
"73",2014-08-09,"Tennis Court","lorde","pop",71,80,18,90,"-10",0.546,0.237,90.019,0.0635,0.0156,0.000194,4,0.758,0,198907,-8.597,0.404,1,"https://embed.spotify.com/?uri=spotify:track:2v38YLdDpheg1gOX94DcBs","2v38YLdDpheg1gOX94DcBs","https://api.spotify.com/v1/audio-analysis/2v38YLdDpheg1gOX94DcBs"
"74",2017-10-07,"Homemade Dynamite","lorde","pop",92,0,1,92,"New",0.548,0.154,106.705,0.145,0.259,0,4,0.563,0,214255,-5.126,0.171,0,"spotify:track:5u64RlrnvvbtNh6R0EMh6o","5u64RlrnvvbtNh6R0EMh6o","https://api.spotify.com/v1/audio-analysis/5u64RlrnvvbtNh6R0EMh6o"
"75",2002-10-12,"Just A Friend 2002","mario","hip hop/rap",4,28,21,42,"-14",0.677,0.236,132.346,0.187,0.00541,0,5,0.538,0,214200,-6.099,0.913,1,"https://embed.spotify.com/?uri=spotify:track:2cxbxpHrND6i4uvUGVvC9J","2cxbxpHrND6i4uvUGVvC9J","https://api.spotify.com/v1/audio-analysis/2cxbxpHrND6i4uvUGVvC9J"
"76",2009-12-05,"Break Up","mario","hip hop/rap",14,41,23,46,"-5",0.517,0.173,73.881,0.363,0.428,0,4,0.44,0,249027,-7.355,0.475,1,"https://embed.spotify.com/?uri=spotify:track:4UP5HP7IAnNdxD01g1lzQp","4UP5HP7IAnNdxD01g1lzQp","https://api.spotify.com/v1/audio-analysis/4UP5HP7IAnNdxD01g1lzQp"
"77",2007-07-28,"Because Of You","ne-yo","pop",2,44,20,53,"-9",0.545,0.0967,109.96,0.0346,0.529,0,4,0.808,0,266840,-5.728,0.822,0,"https://embed.spotify.com/?uri=spotify:track:6CFPFnS9EcLs2I0nWqtWci","6CFPFnS9EcLs2I0nWqtWci","https://api.spotify.com/v1/audio-analysis/6CFPFnS9EcLs2I0nWqtWci"
"78",2009-05-30,"Mad","ne-yo","pop",11,35,24,50,"-15",0.648,0.103,129.958,0.0349,0.703,0,4,0.734,0,254533,-5.37,0.634,1,"https://embed.spotify.com/?uri=spotify:track:4LxjagX6D8MxMaoTmqpQ8Y","4LxjagX6D8MxMaoTmqpQ8Y","https://api.spotify.com/v1/audio-analysis/4LxjagX6D8MxMaoTmqpQ8Y"
"79",2005-03-19,"N Dey Say","nelly","hip hop/rap",64,83,7,100,"-17",0.784,0.152,97.66,0.0379,0.25,0,4,0.867,0,217080,-4.145,0.704,1,"https://embed.spotify.com/?uri=spotify:track:7GgeZtT72GXe9rfJVL5NUt","7GgeZtT72GXe9rfJVL5NUt","https://api.spotify.com/v1/audio-analysis/7GgeZtT72GXe9rfJVL5NUt"
"80",2007-01-27,"Here It Goes Again","ok go","pop",38,49,20,58,"-9",0.882,0.12,145.729,0.0403,0.000342,0.0000906,4,0.537,0,179813,-2.306,0.81,1,"https://embed.spotify.com/?uri=spotify:track:1pHP4JeQV9wDx87D6qH9hD","1pHP4JeQV9wDx87D6qH9hD","https://api.spotify.com/v1/audio-analysis/1pHP4JeQV9wDx87D6qH9hD"
"81",2009-03-28,"Want It, Need It","plies","hip hop/rap",96,0,1,96,"New",0.72,0.362,84.988,0.105,0.0517,0,4,0.654,0,229947,-6.566,0.286,1,"https://embed.spotify.com/?uri=spotify:track:2cvrqWPrVUampcQP46MMdV","2cvrqWPrVUampcQP46MMdV","https://api.spotify.com/v1/audio-analysis/2cvrqWPrVUampcQP46MMdV"
"82",2013-05-18,"I Hit It First","ray j","hip hop/rap",51,0,3,74,"Re-Entry",0.702,0.16,97.972,0.0677,0.0194,0,4,0.647,0,205714,-8.168,0.508,1,"https://embed.spotify.com/?uri=spotify:track:6nJN1GYIHIdg1HQtrmJsqU","6nJN1GYIHIdg1HQtrmJsqU","https://api.spotify.com/v1/audio-analysis/6nJN1GYIHIdg1HQtrmJsqU"
"83",2005-02-19,"Tempted To Touch","rupee","reggae",39,91,20,100,"-9",0.578,0.0821,105.987,0.0467,0.231,0,4,0.878,0,243133,-7.572,0.961,1,"https://embed.spotify.com/?uri=spotify:track:2KyeRuRvBxIzmUHM7ETkOf","2KyeRuRvBxIzmUHM7ETkOf","https://api.spotify.com/v1/audio-analysis/2KyeRuRvBxIzmUHM7ETkOf"
"84",2010-05-29,"I'm Awesome","spose","pop",37,79,9,95,"-16",0.77,0.617,91.999,0.372,0.154,0.00000182,4,0.619,0,249147,-5.496,0.772,1,"https://embed.spotify.com/?uri=spotify:track:7yxaKr1tYZJEgSAlLkXctk","7yxaKr1tYZJEgSAlLkXctk","https://api.spotify.com/v1/audio-analysis/7yxaKr1tYZJEgSAlLkXctk"
"85",2000-11-04,"Desert Rose","sting","alternative/rock",17,42,26,49,"-7",0.668,0.114,111.995,0.0307,0.0146,0,4,0.583,0,285893,-7.799,0.139,0,"spotify:track:4WhyHQ2BXi2VU1iaFbF6jv","4WhyHQ2BXi2VU1iaFbF6jv","https://api.spotify.com/v1/audio-analysis/4WhyHQ2BXi2VU1iaFbF6jv"
"86",2001-06-02,"Stranger In My House","tamia","pop",10,40,21,43,"-3",0.601,0.147,119.94,0.0297,0.103,0,4,0.676,0,285387,-4.905,0.206,1,"spotify:track:08GOEVXupC6ECbulhPGQKm","08GOEVXupC6ECbulhPGQKm","https://api.spotify.com/v1/audio-analysis/08GOEVXupC6ECbulhPGQKm"
"87",2014-10-11,"Angel In Blue Jeans","train","pop",79,79,3,94,"-15",0.83,0.102,115.01,0.034,0.0151,0.00000744,4,0.616,0,204467,-4.757,0.732,1,"https://embed.spotify.com/?uri=spotify:track:2OpY5KKUvkYAkiY8FEG1Wi","2OpY5KKUvkYAkiY8FEG1Wi","https://api.spotify.com/v1/audio-analysis/2OpY5KKUvkYAkiY8FEG1Wi"
"88",2017-04-29,"Play That Song","train","pop",41,72,20,70,"2",0.825,0.0972,98.959,0.0535,0.0231,0.00000225,4,0.392,0,243253,-2.068,0.482,0,"spotify:track:77hjM9bMmgfTGJXv14UFmi","77hjM9bMmgfTGJXv14UFmi","https://api.spotify.com/v1/audio-analysis/77hjM9bMmgfTGJXv14UFmi"
"89",2004-05-08,"When I Look To The Sky","train","pop",74,91,14,92,"-1",0.663,0.118,80.299,0.0259,0.086,0,4,0.506,0,244640,-3.972,0.498,1,"https://embed.spotify.com/?uri=spotify:track:3h0NvxPV2wiENW2ieih9DL","3h0NvxPV2wiENW2ieih9DL","https://api.spotify.com/v1/audio-analysis/3h0NvxPV2wiENW2ieih9DL"
"90",2002-03-16,"Drops Of Jupiter (Tell Me)","train","pop",5,45,53,47,"-2",0.383,0.212,80.031,0.0268,0.0126,0.832,4,0.265,0,257019,-13.402,0.103,1,"https://embed.spotify.com/?uri=spotify:track:0bj6fsWQQg7DoYepGjIbbx","0bj6fsWQQg7DoYepGjIbbx","https://api.spotify.com/v1/audio-analysis/0bj6fsWQQg7DoYepGjIbbx"
"91",2011-01-02,"Shake Up Christmas","train","pop",99,0,1,99,"New",0.828,0.342,81.409,0.0662,0.00253,0,4,0.492,0,232213,-2.14,0.567,1,"https://embed.spotify.com/?uri=spotify:track:3MhfDX0UaeJQ2vOhv9J8RC","3MhfDX0UaeJQ2vOhv9J8RC","https://api.spotify.com/v1/audio-analysis/3MhfDX0UaeJQ2vOhv9J8RC"
"92",2011-04-16,"Marry Me","train","pop",34,44,20,48,"-4",0.269,0.108,86.577,0.0287,0.829,0.0000167,4,0.366,0,205453,-8.456,0.492,1,"https://embed.spotify.com/?uri=spotify:track:0VZ9xPNa6ROafP6GYYuv2S","0VZ9xPNa6ROafP6GYYuv2S","https://api.spotify.com/v1/audio-analysis/0VZ9xPNa6ROafP6GYYuv2S"
"93",2008-08-16,"Love In This Club","usher","hip hop/rap",1,39,25,48,"-9",0.712,0.167,140.012,0.0732,0.0572,0,4,0.573,0,259720,-5.976,0.346,1,"https://embed.spotify.com/?uri=spotify:track:5j0McHPthKpOXRr3fBq8M0","5j0McHPthKpOXRr3fBq8M0","https://api.spotify.com/v1/audio-analysis/5j0McHPthKpOXRr3fBq8M0"
"94",2009-03-07,"Trading Places","usher","hip hop/rap",45,89,17,99,"-10",0.643,0.156,146.005,0.0447,0.000153,0.0000103,4,0.696,0,268240,-5.218,0.332,1,"https://embed.spotify.com/?uri=spotify:track:5yC7WplXvhIHsp8NBYV5dT","5yC7WplXvhIHsp8NBYV5dT","https://api.spotify.com/v1/audio-analysis/5yC7WplXvhIHsp8NBYV5dT"
"95",2018-04-28,"Bad At Love","Halsey","pop",5,48,33,50,"-2",0.751,0.0893,118.384,0.0296,0.0604,0,4,0.675,0,181279,-3.539,0.612,1,"spotify:track:7y9iMe8SOB6z3NoHE2OfXl","7y9iMe8SOB6z3NoHE2OfXl","https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl"
"96",2014-10-25,"The Days","avicii","pop",78,0,1,78,"New",0.724,0.142,127.059,0.0439,0.04,0.0000407,4,0.59,0,278480,-3.278,0.526,1,"https://embed.spotify.com/?uri=spotify:track:4th1RQAelzqgY7wL53UGQt","4th1RQAelzqgY7wL53UGQt","https://api.spotify.com/v1/audio-analysis/4th1RQAelzqgY7wL53UGQt"
"97",2013-07-13,"Harlem Shake","baauer","hip hop/rap",1,64,20,70,"-6",0.794,0.416,137.825,0.0483,0.0111,0.00182,4,0.452,0,196664,-5.151,0.282,1,"https://embed.spotify.com/?uri=spotify:track:2eP6GhdRE1Ydnw2uXzo7q8","2eP6GhdRE1Ydnw2uXzo7q8","https://api.spotify.com/v1/audio-analysis/2eP6GhdRE1Ydnw2uXzo7q8"
"98",2004-08-14,"Talk About Our Love","brandy","pop",36,100,14,94,"6",0.95,0.138,128.028,0.0364,0.148,0.0000149,4,0.704,0,183573,-4.845,0.906,0,"https://embed.spotify.com/?uri=spotify:track:3prv3oYbWAV9OevyHzi227","3prv3oYbWAV9OevyHzi227","https://api.spotify.com/v1/audio-analysis/3prv3oYbWAV9OevyHzi227"
"99",2012-12-01,"Put It Down","brandy","pop",65,77,14,85,"-8",0.406,0.086,141.02,0.197,0.0157,0,4,0.751,0,248600,-7.82,0.624,1,"https://embed.spotify.com/?uri=spotify:track:1TjNQSl1Pc5Cqrn14B4gfL","1TjNQSl1Pc5Cqrn14B4gfL","https://api.spotify.com/v1/audio-analysis/1TjNQSl1Pc5Cqrn14B4gfL"
"100",2005-10-22,"Play Something Country","brooks","edm",37,83,17,97,"-14",0.909,0.373,115.034,0.0321,0.0782,0.00000122,4,0.684,0,195280,-3.797,0.864,1,"https://embed.spotify.com/?uri=spotify:track:7MevrbPAGEaw1IgkaBmv82","7MevrbPAGEaw1IgkaBmv82","https://api.spotify.com/v1/audio-analysis/7MevrbPAGEaw1IgkaBmv82"
"101",2016-08-06,"Body","dreezy","pop",62,96,18,99,"-3",0.561,0.0551,149.992,0.0795,0.578,0,4,0.724,0,232720,-5.912,0.569,1,"https://embed.spotify.com/?uri=spotify:track:5DZHM6KMuTXl3sJin3b6yx","5DZHM6KMuTXl3sJin3b6yx","https://api.spotify.com/v1/audio-analysis/5DZHM6KMuTXl3sJin3b6yx"
"102",2010-11-06,"Not Afraid","eminem","hip hop/rap",1,30,25,40,"-10",0.95,0.222,114.661,0.269,0.513,0,5,0.851,0,248133,-1.097,0.679,0,"https://embed.spotify.com/?uri=spotify:track:7Ie9W94M7OjPoZVV216Xus","7Ie9W94M7OjPoZVV216Xus","https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus"
"103",2008-04-12,"Clumsy","fergie","pop",5,34,25,47,"-13",0.685,0.0676,91.988,0.035,0.0967,0.0000437,4,0.654,0,211053,-6.198,0.497,1,"https://embed.spotify.com/?uri=spotify:track:68v24wjrcfccKa7XDGlAEJ","68v24wjrcfccKa7XDGlAEJ","https://api.spotify.com/v1/audio-analysis/68v24wjrcfccKa7XDGlAEJ"
"104",2016-08-06,"M.I.L.F.$","fergie","pop",34,80,3,86,"-6",0.705,0.016,160.928,0.103,0.00481,0.00356,4,0.769,0,162227,-5.797,0.692,1,"https://embed.spotify.com/?uri=spotify:track:61w8YMtwCDzpM84jRvnks6","61w8YMtwCDzpM84jRvnks6","https://api.spotify.com/v1/audio-analysis/61w8YMtwCDzpM84jRvnks6"
"105",2015-10-24,"Jersey","future","hip hop/rap",87,87,2,91,"-4",0.528,0.0936,146.056,0.274,0.511,0.000334,4,0.757,0,188703,-10.799,0.302,0,"https://embed.spotify.com/?uri=spotify:track:5a5BZe4XVd1bvWXLOLPUfV","5a5BZe4XVd1bvWXLOLPUfV","https://api.spotify.com/v1/audio-analysis/5a5BZe4XVd1bvWXLOLPUfV"
"106",2017-11-11,"All Da Smoke","future","hip hop/rap",77,0,1,77,"New",0.583,0.149,147,0.341,0.0265,0.0000133,4,0.893,0,204960,-6.862,0.115,1,"spotify:track:1wWRtPIKD7ZNvtsrzLyTev","1wWRtPIKD7ZNvtsrzLyTev","https://api.spotify.com/v1/audio-analysis/1wWRtPIKD7ZNvtsrzLyTev"
"107",2017-03-04,"Some Kind Of Drug","g-eazy","pop",97,99,3,97,"2",0.525,0.0729,126.51,0.498,0.0705,0,4,0.586,0,222467,-8.968,0.491,1,"spotify:track:1Bqxj0aH5KewYHKUg1IdrF","1Bqxj0aH5KewYHKUg1IdrF","https://api.spotify.com/v1/audio-analysis/1Bqxj0aH5KewYHKUg1IdrF"
"108",2016-07-30,"Me, Myself & I","g-eazy","pop",7,42,37,49,"-7",0.686,0.11,111.977,0.0869,0.0174,0,4,0.755,0,252142,-6.106,0.386,0,"https://embed.spotify.com/?uri=spotify:track:0KMYgSe9JWHloFeEVBU6qq","0KMYgSe9JWHloFeEVBU6qq","https://api.spotify.com/v1/audio-analysis/0KMYgSe9JWHloFeEVBU6qq"
"109",2016-02-06,"New Americana","halsey","pop",60,76,17,87,"-11",0.708,0.34,86.878,0.0308,0.0106,0,4,0.451,0,183808,-5.066,0.351,0,"https://embed.spotify.com/?uri=spotify:track:2QEAkoaLiFWaCjNa40M7sg","2QEAkoaLiFWaCjNa40M7sg","https://api.spotify.com/v1/audio-analysis/2QEAkoaLiFWaCjNa40M7sg"
"110",2017-12-21,"Bad At Love","halsey","pop",8,11,14,8,"3",0.736,0.0879,118.369,0.0302,0.06,0,4,0.675,0,181279,-3.604,0.607,1,"spotify:track:7y9iMe8SOB6z3NoHE2OfXl","7y9iMe8SOB6z3NoHE2OfXl","https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl"
"111",2017-12-31,"Bad At Love","halsey","pop",8,10,17,9,"1",0.736,0.0879,118.369,0.0302,0.06,0,4,0.675,0,181279,-3.604,0.607,1,"spotify:track:7y9iMe8SOB6z3NoHE2OfXl","7y9iMe8SOB6z3NoHE2OfXl","https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl"
"112",2001-11-10,"Just In Case","jaheim","pop",52,88,20,83,"5",0.572,0.0495,100.999,0.0951,0.0618,0,4,0.78,0,263866,-6.797,0.695,1,"spotify:track:0YHBvFhfCJHyP5qfgtiX1o","0YHBvFhfCJHyP5qfgtiX1o","https://api.spotify.com/v1/audio-analysis/0YHBvFhfCJHyP5qfgtiX1o"
"113",2010-07-03,"Finding My Way Back","jaheim","pop",95,0,1,95,"New",0.622,0.15,136.012,0.0425,0.114,0,3,0.605,0,226693,-5.133,0.177,1,"https://embed.spotify.com/?uri=spotify:track:1wCJ3JIsNaJK0MYct4Kmrv","1wCJ3JIsNaJK0MYct4Kmrv","https://api.spotify.com/v1/audio-analysis/1wCJ3JIsNaJK0MYct4Kmrv"
"114",2010-07-31,"Wavin' Flag","k'naan","pop",82,83,7,97,"-14",0.71,0.269,75.964,0.0668,0.131,0,4,0.632,0,220520,-6.334,0.668,1,"https://embed.spotify.com/?uri=spotify:track:0mBREiw4ppCXccM7rsk2RC","0mBREiw4ppCXccM7rsk2RC","https://api.spotify.com/v1/audio-analysis/0mBREiw4ppCXccM7rsk2RC"
"115",2012-04-28,"Is Anybody Out There?","k'naan","pop",92,99,2,92,"7",0.866,0.411,95.113,0.305,0.0268,0,4,0.407,0,238760,-3.981,0.359,1,"https://embed.spotify.com/?uri=spotify:track:7oMSBpXN7gLSYeMUkAZnQ0","7oMSBpXN7gLSYeMUkAZnQ0","https://api.spotify.com/v1/audio-analysis/7oMSBpXN7gLSYeMUkAZnQ0"
"116",2006-08-05,"Scotty Doesn't Know","lustra","pop",75,75,2,78,"-3",0.887,0.363,174.009,0.0472,0.000449,0.00000923,4,0.317,0,175200,-4.525,0.544,1,"https://embed.spotify.com/?uri=spotify:track:1LkoYGxmYpO6QSEvY5C0Zl","1LkoYGxmYpO6QSEvY5C0Zl","https://api.spotify.com/v1/audio-analysis/1LkoYGxmYpO6QSEvY5C0Zl"
"117",2013-09-14,"How Many Drinks?","miguel","pop",69,74,20,78,"-4",0.608,0.248,81.822,0.134,0.00311,0.000614,4,0.379,0,272987,-7.011,0.241,0,"https://embed.spotify.com/?uri=spotify:track:5ctk3VJoHoURSiwkCJn2bf","5ctk3VJoHoURSiwkCJn2bf","https://api.spotify.com/v1/audio-analysis/5ctk3VJoHoURSiwkCJn2bf"
"118",2001-10-20,"All Or Nothing","o-town","pop",3,46,20,48,"-2",0.453,0.284,126.872,0.0281,0.262,0,4,0.641,0,248867,-4.98,0.216,1,"spotify:track:0WdaRmHBMhUoLPqHLdb9yg","0WdaRmHBMhUoLPqHLdb9yg","https://api.spotify.com/v1/audio-analysis/0WdaRmHBMhUoLPqHLdb9yg"
"119",2001-03-10,"Liquid Dreams","o-town","pop",10,41,12,59,"-18",0.7,0.0531,108.019,0.035,0.0264,0,4,0.823,0,210400,-5.042,0.75,0,"spotify:track:3egMjJ5jtlH4gIlLFkQH0L","3egMjJ5jtlH4gIlLFkQH0L","https://api.spotify.com/v1/audio-analysis/3egMjJ5jtlH4gIlLFkQH0L"
"120",2017-11-25,"Nightmare","offset","hip hop/rap",100,0,1,100,"New",0.405,0.158,157.09,0.0852,0.442,0.211,4,0.739,0,147987,-10.897,0.127,1,"spotify:track:7LAhKXDNWwq3CmnFP3UIOP","7LAhKXDNWwq3CmnFP3UIOP","https://api.spotify.com/v1/audio-analysis/7LAhKXDNWwq3CmnFP3UIOP"
"121",2001-04-21,"It Wasn't Me","shaggy","pop",1,33,25,44,"-11",0.619,0.353,94.762,0.0695,0.0618,0,4,0.849,0,227547,-4.774,0.656,1,"spotify:track:0OaunKfsxkgBvPv68jBbmm","0OaunKfsxkgBvPv68jBbmm","https://api.spotify.com/v1/audio-analysis/0OaunKfsxkgBvPv68jBbmm"
"122",2009-03-28,"Freeze","t-pain","hip hop/rap",38,78,10,93,"-15",0.626,0.214,119.997,0.0714,0.0152,0,4,0.734,0,216933,-6.808,0.458,1,"https://embed.spotify.com/?uri=spotify:track:54ESO6P1monoUtN6PBqINp","54ESO6P1monoUtN6PBqINp","https://api.spotify.com/v1/audio-analysis/54ESO6P1monoUtN6PBqINp"
"123",2006-02-18,"I'm Sprung","t-pain","hip hop/rap",8,45,26,46,"-1",0.329,0.081,99.991,0.108,0.088,0,4,0.722,0,230713,-11.617,0.166,0,"https://embed.spotify.com/?uri=spotify:track:0F7rEdewJ6cSLylOZZpDu7","0F7rEdewJ6cSLylOZZpDu7","https://api.spotify.com/v1/audio-analysis/0F7rEdewJ6cSLylOZZpDu7"
"124",2004-04-17,"Gal Yuh Ah Lead","t.o.k.","reggae",85,97,9,98,"-1",0.724,0.065,98.711,0.282,0.275,0,4,0.683,0,212800,-4.839,0.691,0,"https://embed.spotify.com/?uri=spotify:track:4ex9m6RWw8PcfAZEaktdBL","4ex9m6RWw8PcfAZEaktdBL","https://api.spotify.com/v1/audio-analysis/4ex9m6RWw8PcfAZEaktdBL"
"125",2003-10-18,"I Want You","thalia","pop",22,90,19,96,"-6",0.773,0.0632,91.915,0.121,0.0107,0,4,0.803,0,226027,-3.628,0.708,1,"https://embed.spotify.com/?uri=spotify:track:1HCPjfa02m5JwcO37LHfYb","1HCPjfa02m5JwcO37LHfYb","https://api.spotify.com/v1/audio-analysis/1HCPjfa02m5JwcO37LHfYb"
"126",2002-06-22,"Girlfriend","'n sync","pop",5,39,20,43,"-4",0.811,0.0282,93.963,0.0907,0.0866,0.0000145,4,0.748,0,253600,-5.213,0.862,0,"https://embed.spotify.com/?uri=spotify:track:6u5flhVFxKZrl9AApvf2SL","6u5flhVFxKZrl9AApvf2SL","https://api.spotify.com/v1/audio-analysis/6u5flhVFxKZrl9AApvf2SL"
"127",2002-03-09,"Girlfriend","'n sync","pop",18,22,5,18,"4",0.811,0.0282,93.963,0.0907,0.0866,0.0000145,4,0.748,0,253600,-5.213,0.862,0,"spotify:track:6u5flhVFxKZrl9AApvf2SL","6u5flhVFxKZrl9AApvf2SL","https://api.spotify.com/v1/audio-analysis/6u5flhVFxKZrl9AApvf2SL"
"128",2000-10-21,"It's Gonna Be Me","'n sync","pop",1,38,25,48,"-10",0.873,0.0372,165.071,0.071,0.0407,0.00000127,4,0.636,0,192427,-4.672,0.908,0,"spotify:track:2AW37v0bDyuOzGP3XnmFuA","2AW37v0bDyuOzGP3XnmFuA","https://api.spotify.com/v1/audio-analysis/2AW37v0bDyuOzGP3XnmFuA"
"129",2018-05-05,"Thru Your Phone","Cardi B","pop",50,75,3,99,"-24",0.549,0.057,121.954,0.167,0.17,0,4,0.837,0,188524,-5.722,0.209,1,"spotify:track:74cVJfmK18rhWnscIpGXjt","74cVJfmK18rhWnscIpGXjt","https://api.spotify.com/v1/audio-analysis/74cVJfmK18rhWnscIpGXjt"
"130",2018-06-21,"KOD","J. Cole","hip hop/rap",10,60,8,65,"-5",0.782,0.113,141.869,0.15,0.21,0,4,0.831,0,191437,-6.274,0.199,1,"spotify:track:7yotKA30dwTKNEGomV9ZsI","7yotKA30dwTKNEGomV9ZsI","https://api.spotify.com/v1/audio-analysis/7yotKA30dwTKNEGomV9ZsI"
"131",2000-10-21,"Try Again","aaliyah","hip hop/rap",1,36,32,43,"-7",0.333,0.0374,95.484,0.117,0.173,0.0545,4,0.852,0,254750,-8.559,0.928,1,"spotify:track:4YpdQdXRBEC1wkoIHTwJTJ","4YpdQdXRBEC1wkoIHTwJTJ","https://api.spotify.com/v1/audio-analysis/4YpdQdXRBEC1wkoIHTwJTJ"
"132",2003-01-04,"I Care 4 U","aaliyah","hip hop/rap",16,54,20,59,"-5",0.451,0.112,138.916,0.0457,0.792,0.000169,3,0.487,0,277316,-7.702,0.268,0,"https://embed.spotify.com/?uri=spotify:track:1yGPZTTfwI0UAfFocnP7jw","1yGPZTTfwI0UAfFocnP7jw","https://api.spotify.com/v1/audio-analysis/1yGPZTTfwI0UAfFocnP7jw"
"133",2002-12-21,"Baby","ashanti","hip hop/rap",15,39,22,48,"-9",0.576,0.04,79.042,0.184,0.0103,0,4,0.669,0,265707,-6.475,0.456,1,"https://embed.spotify.com/?uri=spotify:track:6cZPfzVtkicrA3CyjqYKhu","6cZPfzVtkicrA3CyjqYKhu","https://api.spotify.com/v1/audio-analysis/6cZPfzVtkicrA3CyjqYKhu"
"134",2002-09-21,"Foolish","ashanti","hip hop/rap",1,50,32,49,"1",0.728,0.11,89.209,0.0831,0.358,0,4,0.477,0,227387,-5.71,0.69,1,"https://embed.spotify.com/?uri=spotify:track:6zMUIb4uce1CzpbjR3vMdN","6zMUIb4uce1CzpbjR3vMdN","https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN"
"135",2015-02-14,"Can't Stop Dancin'","becky g","pop",88,95,3,88,"7",0.669,0.0997,100.052,0.0638,0.00545,0.00138,4,0.645,0,198853,-7.946,0.568,0,"https://embed.spotify.com/?uri=spotify:track:5NetSTs4dgiR6GLrZOQcwJ","5NetSTs4dgiR6GLrZOQcwJ","https://api.spotify.com/v1/audio-analysis/5NetSTs4dgiR6GLrZOQcwJ"
"136",2011-07-30,"Run The World (Girls)","beyonce","pop",29,78,13,99,"-21",0.899,0.372,127.086,0.143,0.00496,0.0000472,4,0.733,0,236093,-4.237,0.76,1,"https://embed.spotify.com/?uri=spotify:track:7EdEUnekGCkChJzJyGp6TB","7EdEUnekGCkChJzJyGp6TB","https://api.spotify.com/v1/audio-analysis/7EdEUnekGCkChJzJyGp6TB"
"137",2012-04-14,"Love On Top","beyonce","pop",20,54,20,58,"-4",0.748,0.604,94.1,0.0887,0.0849,0,4,0.652,0,267413,-5.242,0.652,1,"https://embed.spotify.com/?uri=spotify:track:3xjr8NSgMbkcAEdVZgdui0","3xjr8NSgMbkcAEdVZgdui0","https://api.spotify.com/v1/audio-analysis/3xjr8NSgMbkcAEdVZgdui0"
"138",2014-03-08,"XO","beyonce","pop",45,83,10,90,"-7",0.792,0.313,170.085,0.26,0.171,0.00000128,4,0.47,0,215947,-8.932,0.214,1,"https://embed.spotify.com/?uri=spotify:track:04cxAqa9ZgLwvEskosNVsB","04cxAqa9ZgLwvEskosNVsB","https://api.spotify.com/v1/audio-analysis/04cxAqa9ZgLwvEskosNVsB"
"139",2016-05-21,"Love Drought","beyonce","pop",47,47,2,73,"-26",0.441,0.235,78.912,0.0323,0.739,0.794,4,0.595,0,215867,-14.077,0.49,1,"spotify:track:3IAkklaNlYsVbvvbUg1PEn","3IAkklaNlYsVbvvbUg1PEn","https://api.spotify.com/v1/audio-analysis/3IAkklaNlYsVbvvbUg1PEn"
"140",2009-04-04,"Beep","bobby v","hip hop/rap",56,61,12,80,"-19",0.741,0.489,98.69,0.234,0.105,0,5,0.45,0,249373,-4.901,0.445,1,"https://embed.spotify.com/?uri=spotify:track:2dbCeFvtqgL6RFuvEIaCWT","2dbCeFvtqgL6RFuvEIaCWT","https://api.spotify.com/v1/audio-analysis/2dbCeFvtqgL6RFuvEIaCWT"
"141",2003-03-29,"The Wreckoning","boomkat","pop",88,88,2,88,"0",0.921,0.335,95.259,0.0603,0.0136,0.00000245,4,0.606,0,189160,-2.916,0.647,0,"https://embed.spotify.com/?uri=spotify:track:0fGXk7wlzBgBFG8jSeUzuQ","0fGXk7wlzBgBFG8jSeUzuQ","https://api.spotify.com/v1/audio-analysis/0fGXk7wlzBgBFG8jSeUzuQ"
"142",2009-12-12,"Evacuate The Dancefloor","cascada","pop",25,27,26,28,"-1",0.696,0.278,127.029,0.0491,0.0195,0,4,0.76,0,205884,-5.811,0.903,1,"https://embed.spotify.com/?uri=spotify:track:2V1YCJiYHpv7MfsU5fvvYf","2V1YCJiYHpv7MfsU5fvvYf","https://api.spotify.com/v1/audio-analysis/2V1YCJiYHpv7MfsU5fvvYf"
"143",2004-05-29,"Hotel","cassidy","hip hop/rap",4,33,24,40,"-7",0.659,0.107,91.259,0.211,0.118,0,4,0.68,0,247040,-6.855,0.411,1,"https://embed.spotify.com/?uri=spotify:track:4hHXhCRSnOKd6nMGaivmD0","4hHXhCRSnOKd6nMGaivmD0","https://api.spotify.com/v1/audio-analysis/4hHXhCRSnOKd6nMGaivmD0"
"144",2003-08-09,"In Love Wit Chu","da brat","pop",44,89,16,92,"-3",0.704,0.098,95.067,0.289,0.236,0,4,0.813,0,248147,-3.427,0.792,1,"https://embed.spotify.com/?uri=spotify:track:564OSRbqySMYtqpyCXwXbP","564OSRbqySMYtqpyCXwXbP","https://api.spotify.com/v1/audio-analysis/564OSRbqySMYtqpyCXwXbP"
